session_id,user_id,label,attack_type,event_count,session_duration_sec,failed_logins,beneficiary_adds,password_changes,security_changes,device_registers,transfer_count,total_transfer_amount,max_transfer_amount,avg_transfer_amount,transaction_velocity_per_min,new_device,new_location,time_since_prev_session_hr,impossible_travel,amount_zscore,login_hour
U0050_D6,U0050,0,normal,3,1094.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,51.03333333333333,0,-2.1605197530204405,21
U0050_D7,U0050,0,normal,3,933.0,0,0,0,0,0,1,6916.25,6916.25,6916.25,0.06430868167202572,0,0,36.55,0,-0.05667850761347466,9
U0050_D8,U0050,0,normal,3,760.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,72.31416666666667,0,-2.1605197530204405,10
U0050_D9,U0050,0,normal,4,1886.0,0,0,0,0,0,1,6391.23,6391.23,6391.23,0.031813361611876985,0,0,53.23166666666667,0,-0.21638336655633622,15
U0050_D10,U0050,0,normal,2,298.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,24.156944444444445,0,-2.1605197530204405,16
U0050_D11,U0050,0,normal,4,1394.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,71.16722222222222,0,-2.1605197530204405,15
U0050_D12,U0050,0,normal,4,1729.0,0,0,0,0,0,1,4145.3,4145.3,4145.3,0.03470213996529786,0,0,23.909444444444443,0,-0.8995686430135009,16
U0050_D13,U0050,0,normal,4,702.0,0,0,0,0,0,1,7198.25,7198.25,7198.25,0.08547008547008547,0,0,44.32361111111111,0,0.029102548768923944,12
U0050_D14,U0050,0,normal,4,803.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,78.7311111111111,0,-2.1605197530204405,19
U0050_D15,U0050,0,normal,3,1183.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,41.82277777777778,0,-2.1605197530204405,13
U0050_D16,U0050,0,normal,4,1536.0,0,0,0,0,0,1,7756.23,7756.23,7756.23,0.0390625,0,0,50.95611111111111,0,0.19883344891165705,17
U0050_D17,U0050,0,normal,5,1561.0,0,0,0,0,0,1,3640.49,3640.49,3640.49,0.03843689942344651,0,0,17.129166666666666,0,-1.0531258595822905,10
U0050_D18,U0050,0,normal,3,1123.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,76.76611111111112,0,-2.1605197530204405,15
U0050_D19,U0050,0,normal,3,1248.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,48.943888888888885,0,-2.1605197530204405,17
U0050_D20,U0050,0,normal,3,667.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,53.414722222222224,0,-2.1605197530204405,22
U0051_D1,U0051,0,normal,4,2255.0,0,0,0,0,0,1,5336.73,5336.73,5336.73,0.026607538802660754,0,0,0.0,0,-1.0526782037323592,22
U0051_D2,U0051,0,normal,5,1265.0,0,0,0,0,0,1,17070.77,17070.77,17070.77,0.047430830039525695,0,0,12.26,0,1.3924326358027257,11
U0051_D3,U0051,0,normal,2,401.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,48.5425,0,-2.1647330774733784,12
U0051_D4,U0051,0,normal,3,1045.0,0,0,0,0,0,1,9713.26,9713.26,9713.26,0.057416267942583726,0,0,69.5963888888889,0,-0.14070748072898728,10
U0051_D5,U0051,0,normal,3,1089.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,52.73222222222222,0,-2.1647330774733784,15
U0051_D6,U0051,0,normal,4,871.0,0,0,0,0,0,1,8620.93,8620.93,8620.93,0.06888633754305395,0,0,45.617222222222225,0,-0.3683245608948431,13
U0051_D7,U0051,0,normal,4,1724.0,0,0,0,0,0,1,13683.4,13683.4,13683.4,0.03480278422273782,0,0,56.62027777777778,0,0.6865806782061978,22
U0051_D8,U0051,0,normal,4,1653.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,34.29527777777778,0,-2.1647330774733784,8
U0051_D9,U0051,0,normal,3,710.0,0,0,0,0,0,1,3209.92,3209.92,3209.92,0.08450704225352113,0,0,46.886944444444445,0,-1.495857721156163,8
U0051_D10,U0051,0,normal,3,771.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,50.09972222222222,0,-2.1647330774733784,10
U0051_D11,U0051,0,normal,3,699.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,33.318333333333335,0,-2.1647330774733784,20
U0051_D12,U0051,1,beneficiary_attack,6,682.0,0,1,0,0,1,2,25957.739999999998,13684.82,12978.869999999999,0.1759530791788856,1,1,63.040277777777774,0,0.5397724229268861,11
U0051_D13,U0051,0,normal,3,634.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,31.698333333333334,0,-2.1647330774733784,19
U0051_D14,U0051,0,normal,4,923.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,49.06,0,-2.1647330774733784,20
U0051_D15,U0051,0,normal,3,1434.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,40.945,0,-2.1647330774733784,13
U0051_D16,U0051,1,large_transfer,4,308.0,0,0,0,0,0,1,74203.02,74203.02,74203.02,0.1948051948051948,1,0,49.95055555555555,0,13.297512536845193,15
U0051_D17,U0051,1,large_transfer,4,382.0,0,0,0,0,0,1,84145.81,84145.81,84145.81,0.15706806282722513,0,0,51.80972222222222,0,15.369367039149687,19
U0051_D18,U0051,0,normal,5,1260.0,0,0,0,0,0,1,10086.72,10086.72,10086.72,0.047619047619047616,1,0,64.95111111111112,0,-0.06288679031607149,12
U0051_D19,U0051,0,normal,3,826.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,21.435,0,-2.1647330774733784,10
U0051_D20,U0051,0,normal,5,1587.0,0,0,0,0,0,1,15386.37,15386.37,15386.37,0.03780718336483932,0,0,60.10388888888889,0,1.0414414428194994,23
U0052_D1,U0052,0,normal,4,1760.0,0,0,0,0,0,1,2911.15,2911.15,2911.15,0.034090909090909095,0,0,0.0,0,0.44595450436992407,20
U0052_D2,U0052,0,normal,2,738.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,43.424166666666665,0,-2.0446209132282656,16
U0052_D3,U0052,0,normal,3,927.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,18.164166666666667,0,-2.0446209132282656,11
U0052_D4,U0052,0,normal,4,2151.0,0,0,0,0,0,1,1740.93,1740.93,1740.93,0.02789400278940028,0,0,68.92611111111111,0,-0.5552035140014253,8
U0052_D5,U0052,0,normal,2,611.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,55.47138888888889,0,-2.0446209132282656,16
U0052_D6,U0052,0,normal,3,932.0,0,0,0,0,0,1,2000.46,2000.46,2000.46,0.06437768240343347,0,0,18.9775,0,-0.3331678792422208,11
U0052_D7,U0052,0,normal,4,736.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,77.45972222222223,0,-2.0446209132282656,17
U0052_D8,U0052,0,normal,2,842.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,24.150277777777777,0,-2.0446209132282656,17
U0052_D9,U0052,0,normal,4,970.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,48.88666666666666,0,-2.0446209132282656,18
U0052_D10,U0052,0,normal,4,1075.0,0,0,0,0,0,1,984.04,984.04,984.04,0.05581395348837209,0,0,38.610277777777775,0,-1.2027454228092482,9
U0052_D11,U0052,0,normal,5,2207.0,0,0,0,0,0,1,2019.36,2019.36,2019.36,0.02718622564567286,0,0,53.18666666666667,0,-0.316998367058855,15
U0052_D12,U0052,0,normal,3,1063.0,0,0,0,0,0,1,2217.81,2217.81,2217.81,0.05644402634054563,0,0,77.16722222222222,0,-0.14721848913351246,20
U0052_D13,U0052,0,normal,5,2495.0,0,0,0,0,0,1,4952.41,4952.41,4952.41,0.02404809619238477,0,0,44.06583333333333,0,2.1923131519581553,17
U0052_D14,U0052,0,normal,3,899.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,25.279444444444444,0,-2.0446209132282656,19
U0052_D15,U0052,0,normal,4,1442.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,61.94638888888889,0,-2.0446209132282656,9
U0052_D16,U0052,0,normal,4,1784.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,52.285,0,-2.0446209132282656,14
U0052_D17,U0052,0,normal,5,2165.0,0,0,0,0,0,1,2292.95,2292.95,2292.95,0.027713625866050806,0,0,54.013333333333335,0,-0.08293398408281852,20
U0052_D18,U0052,0,normal,3,685.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,11.958055555555555,0,-2.0446209132282656,9
U0052_D19,U0052,0,normal,3,420.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,74.10833333333333,0,-2.0446209132282656,11
U0052_D20,U0052,0,normal,3,925.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,52.657222222222224,0,-2.0446209132282656,16
U0053_D1,U0053,0,normal,3,966.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-3.175304999684158,14
U0053_D2,U0053,0,normal,4,1229.0,0,0,0,0,0,1,1736.55,1736.55,1736.55,0.04882017900732302,0,0,73.40944444444445,0,0.10474189264298839,16
U0053_D3,U0053,0,normal,3,1007.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,46.23222222222222,0,-3.175304999684158,14
U0053_D4,U0053,0,normal,3,1633.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,19.172777777777778,0,-3.175304999684158,10
U0053_D5,U0053,0,normal,3,1372.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,45.505,0,-3.175304999684158,8
U0053_D6,U0053,0,normal,4,660.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,81.67444444444445,0,-3.175304999684158,18
U0053_D7,U0053,0,normal,6,3292.0,0,0,0,0,0,1,2233.55,2233.55,2233.55,0.018226002430133656,0,0,48.663333333333334,0,1.0434901610410146,19
U0053_D8,U0053,0,normal,3,1283.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,14.844166666666666,0,-3.175304999684158,10
U0053_D9,U0053,0,normal,3,656.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,82.38333333333334,0,-3.175304999684158,21
U0053_D10,U0053,0,normal,3,207.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,40.66833333333334,0,-3.175304999684158,14
U0053_D11,U0053,0,normal,6,2705.0,0,0,0,0,0,1,2182.54,2182.54,2182.54,0.022181146025878003,0,0,27.254444444444445,0,0.9471409675380297,17
U0053_D12,U0053,0,normal,3,1000.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,63.24194444444444,0,-3.175304999684158,9
U0053_D13,U0053,0,normal,4,1853.0,0,0,0,0,0,1,1073.92,1073.92,1073.92,0.032379924446842956,0,0,59.092777777777776,0,-1.1468532081388703,21
U0053_D14,U0053,0,normal,4,1195.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,37.20611111111111,0,-3.175304999684158,10
U0053_D15,U0053,0,normal,3,362.0,0,0,0,0,0,1,1013.48,1013.48,1013.48,0.16574585635359115,0,0,48.163333333333334,0,-1.2610140639577367,11
U0053_D16,U0053,0,normal,2,609.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,59.30583333333333,0,-3.175304999684158,22
U0053_D17,U0053,0,normal,4,1387.0,0,0,0,0,0,1,1846.54,1846.54,1846.54,0.043258832011535686,0,0,14.966666666666667,0,0.31249425087457566,13
U0053_D18,U0053,0,normal,4,1911.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,48.945277777777775,0,-3.175304999684158,15
U0053_D19,U0053,0,normal,3,1659.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,75.18666666666667,0,-3.175304999684158,18
U0053_D20,U0053,0,normal,3,1194.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,27.463333333333335,0,-3.175304999684158,22
U0054_D1,U0054,0,normal,4,2062.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-1.6909219485039666,13
U0054_D2,U0054,0,normal,4,947.0,0,0,0,0,0,1,4511.08,4511.08,4511.08,0.06335797254487856,0,0,49.57527777777778,0,-0.3477987304922358,15
U0054_D3,U0054,0,normal,4,1278.0,0,0,0,0,0,1,4685.88,4685.88,4685.88,0.046948356807511735,0,0,45.363055555555555,0,-0.295754000957745,12
U0054_D4,U0054,1,new_device,5,497.0,0,0,0,0,1,1,3911.44,3911.44,3911.44,0.12072434607645875,1,0,80.86638888888889,0,-0.5263347809388149,22
U0054_D5,U0054,0,normal,5,1803.0,0,0,0,0,0,1,3145.87,3145.87,3145.87,0.033277870216306155,1,0,38.659166666666664,0,-0.7542746184086095,12
U0054_D6,U0054,0,normal,5,1591.0,0,0,0,0,0,1,2013.08,2013.08,2013.08,0.037712130735386554,0,0,56.772777777777776,0,-1.0915500713226587,22
U0054_D7,U0054,0,normal,3,832.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,18.162222222222223,0,-1.6909219485039666,16
U0054_D8,U0054,1,velocity_attack,7,678.0,0,0,0,0,0,5,12775.310000000001,4757.76,2555.0620000000004,0.44247787610619466,1,0,40.74944444444444,0,-0.930181040415551,9
U0054_D9,U0054,0,normal,4,1196.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,82.15805555555555,0,-1.6909219485039666,20
U0054_D10,U0054,0,normal,5,2744.0,0,0,0,0,0,1,8906.84,8906.84,8906.84,0.021865889212827987,0,0,15.573055555555555,0,0.9609892574856422,12
U0054_D11,U0054,0,normal,4,782.0,0,0,0,0,0,1,3705.17,3705.17,3705.17,0.07672634271099744,0,0,43.68055555555556,0,-0.5877493482218779,8
U0054_D12,U0054,0,normal,4,1600.0,0,0,0,0,0,1,3876.06,3876.06,3876.06,0.0375,0,0,77.1375,0,-0.536868777111185,13
U0054_D13,U0054,0,normal,5,1927.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,29.121111111111112,0,-1.6909219485039666,19
U0054_D14,U0054,0,normal,3,1092.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,45.434444444444445,0,-1.6909219485039666,17
U0054_D15,U0054,0,normal,5,1586.0,0,0,0,0,0,1,6017.47,6017.47,6017.47,0.03783102143757881,0,0,41.485,0,0.10071191094633135,11
U0054_D16,U0054,0,normal,4,475.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,75.41444444444444,0,-1.6909219485039666,15
U0054_D17,U0054,0,normal,4,1689.0,0,0,0,0,0,1,13493.31,13493.31,13493.31,0.03552397868561279,0,0,23.87361111111111,0,2.3265589981495767,15
U0054_D18,U0054,0,normal,4,1224.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,45.27444444444444,0,-1.6909219485039666,12
U0054_D19,U0054,0,normal,4,1402.0,0,0,0,0,0,1,6437.38,6437.38,6437.38,0.042796005706134094,0,0,75.94694444444444,0,0.22573537993276158,17
U0054_D20,U0054,0,normal,2,297.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,22.58888888888889,0,-1.6909219485039666,16
U0055_D1,U0055,0,normal,4,1100.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-2.0856397202947212,14
U0055_D2,U0055,0,normal,4,2084.0,0,0,0,0,0,1,6847.07,6847.07,6847.07,0.02879078694817658,0,0,72.70805555555556,0,-0.4308273400106534,15
U0055_D3,U0055,0,normal,4,1661.0,0,0,0,0,0,1,15971.7,15971.7,15971.7,0.03612281757977122,0,0,49.57194444444445,0,1.7744298998761034,17
U0055_D4,U0055,0,normal,2,108.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,50.666666666666664,0,-2.0856397202947212,20
U0055_D5,U0055,0,normal,4,1011.0,0,0,0,0,0,1,10377.8,10377.8,10377.8,0.05934718100890207,0,0,12.409444444444444,0,0.42248593346842106,9
U0055_D6,U0055,0,normal,3,1270.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,70.21972222222222,0,-2.0856397202947212,7
U0055_D7,U0055,0,normal,4,1614.0,0,0,0,0,0,1,7867.9,7867.9,7867.9,0.03717472118959108,0,0,50.131388888888885,0,-0.1841112815848764,10
U0055_D8,U0055,1,new_device,5,175.0,0,0,0,0,1,1,5185.57,5185.57,5185.57,0.34285714285714286,1,0,52.521388888888886,0,-0.8323816938936981,15
U0055_D9,U0055,0,normal,5,2152.0,0,0,0,0,0,1,5320.86,5320.86,5320.86,0.027881040892193308,1,0,16.703611111111112,0,-0.7996845596554574,8
U0055_D10,U0055,0,normal,3,1001.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,75.67722222222223,0,-2.0856397202947212,12
U0055_D11,U0055,0,normal,3,615.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,55.308055555555555,0,-2.0856397202947212,19
U0055_D12,U0055,0,normal,4,1263.0,0,0,0,0,0,1,3168.27,3168.27,3168.27,0.047505938242280284,0,0,39.17111111111111,0,-1.3199264414641259,11
U0055_D13,U0055,0,normal,4,1147.0,0,0,0,0,0,1,6586.59,6586.59,6586.59,0.05231037489102005,0,0,30.67388888888889,0,-0.49378062204463197,18
U0055_D14,U0055,0,normal,3,768.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,74.39777777777778,0,-2.0856397202947212,21
U0055_D15,U0055,0,normal,3,832.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,20.629166666666666,0,-2.0856397202947212,17
U0055_D16,U0055,0,normal,3,1193.0,0,0,0,0,0,1,7506.15,7506.15,7506.15,0.05029337803855826,0,0,45.693333333333335,0,-0.27153968213690255,15
U0055_D17,U0055,0,normal,4,1162.0,0,0,0,0,0,1,7286.77,7286.77,7286.77,0.05163511187607573,0,0,51.47944444444445,0,-0.32455984112267566,19
U0055_D18,U0055,0,normal,3,667.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,43.24916666666667,0,-2.0856397202947212,15
U0055_D19,U0055,0,normal,4,645.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,64.42611111111111,0,-2.0856397202947212,7
U0055_D20,U0055,0,normal,5,1788.0,0,0,0,0,0,1,15363.81,15363.81,15363.81,0.03355704697986577,0,0,53.345555555555556,0,1.6275139346748007,13
U0056_D1,U0056,0,normal,3,581.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,-3.8205474989400146,17
U0056_D2,U0056,0,normal,3,1332.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,50.568333333333335,0,-3.8205474989400146,20
U0056_D3,U0056,0,normal,4,1374.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,14.863055555555556,0,-3.8205474989400146,11
U0056_D4,U0056,1,new_device,5,388.0,0,0,0,0,1,1,6366.54,6366.54,6366.54,0.15463917525773196,1,0,43.64694444444444,0,5.733695081691822,7
U0056_D5,U0056,0,normal,2,774.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,87.56777777777778,0,-3.8205474989400146,23
U0056_D6,U0056,0,normal,4,1148.0,0,0,0,0,0,1,2690.51,2690.51,2690.51,0.05226480836236934,0,0,9.088611111111112,0,0.21709071673376817,8
U0056_D7,U0056,0,normal,4,1668.0,0,0,0,0,0,1,1820.13,1820.13,1820.13,0.03597122302158273,0,0,74.89972222222222,0,-1.089085268547144,11
U0056_D8,U0056,0,normal,5,2101.0,0,0,0,0,0,1,3540.37,3540.37,3540.37,0.028557829604950024,0,0,32.55305555555555,0,1.4924724153606155,20
U0056_D9,U0056,0,normal,3,762.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,37.59583333333333,0,-3.8205474989400146,10
U0056_D10,U0056,0,normal,3,666.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,83.25638888888889,0,-3.8205474989400146,22
U0056_D11,U0056,0,normal,5,2015.0,0,0,0,0,0,1,3051.58,3051.58,3051.58,0.029776674937965257,0,0,33.45194444444444,0,0.7589471047543782,8
U0056_D12,U0056,0,normal,3,470.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,23.773333333333333,0,-3.8205474989400146,8
U0056_D13,U0056,0,normal,3,487.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,76.51194444444444,0,-3.8205474989400146,12
U0056_D14,U0056,0,normal,3,919.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,57.73694444444445,0,-3.8205474989400146,22
U0056_D15,U0056,0,normal,4,1748.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,39.599444444444444,0,-3.8205474989400146,14
U0056_D16,U0056,0,normal,3,956.0,0,0,0,0,0,1,2137.62,2137.62,2137.62,0.06276150627615062,0,0,55.58027777777778,0,-0.6126292222606525,22
U0056_D17,U0056,0,normal,4,1593.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,8.245277777777778,0,-3.8205474989400146,7
U0056_D18,U0056,0,normal,3,909.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,86.5725,0,-3.8205474989400146,22
U0056_D19,U0056,0,normal,5,2059.0,0,0,0,0,0,1,2034.89,2034.89,2034.89,0.029140359397765905,0,0,20.274166666666666,0,-0.7667957460409643,18
U0056_D20,U0056,0,normal,4,1066.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,43.48444444444444,0,-3.8205474989400146,14
U0057_D1,U0057,0,normal,4,695.0,0,0,0,0,0,1,3558.65,3558.65,3558.65,0.08633093525179855,0,0,0.0,0,-0.15450648192398728,13
U0057_D2,U0057,0,normal,3,1325.0,0,0,0,0,0,1,3392.68,3392.68,3392.68,0.04528301886792453,0,0,77.0975,0,-0.2234828775030543,18
U0057_D3,U0057,0,normal,3,1333.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,50.173611111111114,0,-1.6334656319357153,21
U0057_D4,U0057,0,normal,2,306.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,22.52777777777778,0,-1.6334656319357153,19
U0057_D5,U0057,0,normal,3,558.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,69.3775,0,-1.6334656319357153,17
U0057_D6,U0057,0,normal,3,935.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,52.24138888888889,0,-1.6334656319357153,21
U0057_D7,U0057,0,normal,5,2035.0,0,0,0,0,0,1,3641.37,3641.37,3641.37,0.029484029484029485,0,0,35.52444444444444,0,-0.12012841695862966,9
U0057_D8,U0057,0,normal,4,2234.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,35.314166666666665,0,-1.6334656319357153,21
U0057_D9,U0057,0,normal,2,111.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,63.78944444444444,0,-1.6334656319357153,13
U0057_D10,U0057,0,normal,5,2390.0,0,0,0,0,0,1,6177.39,6177.39,6177.39,0.02510460251046025,0,0,47.62361111111111,0,0.9338302425366124,13
U0057_D11,U0057,1,new_location,5,244.0,0,0,0,0,0,1,1381.6,1381.6,1381.6,0.24590163934426232,0,1,23.863888888888887,0,-1.0592788021951667,14
U0057_D12,U0057,0,normal,5,2151.0,0,0,0,0,0,1,8760.42,8760.42,8760.42,0.02789400278940028,0,1,44.0775,0,2.0073260494450733,10
U0057_D13,U0057,0,normal,3,916.0,0,0,0,0,0,1,1738.68,1738.68,1738.68,0.06550218340611354,0,0,59.45861111111111,0,-0.9108779385850371,22
U0057_D14,U0057,0,normal,4,1694.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,62.680277777777775,0,-1.6334656319357153,13
U0057_D15,U0057,0,normal,5,679.0,0,0,0,0,0,1,1945.77,1945.77,1945.77,0.08836524300441827,0,0,25.639166666666668,0,-0.8248122534583938,15
U0057_D16,U0057,0,normal,3,838.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,78.74666666666667,0,-1.6334656319357153,22
U0057_D17,U0057,0,normal,4,341.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,39.66388888888889,0,-1.6334656319357153,14
U0057_D18,U0057,0,normal,4,2022.0,0,0,0,0,0,1,2228.41,2228.41,2228.41,0.029673590504451036,0,0,23.230555555555554,0,-0.7073483235525828,13
U0057_D19,U0057,0,normal,3,1032.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,78.79638888888888,0,-1.6334656319357153,20
U0057_D20,U0057,1,velocity_attack,8,736.0,0,0,0,0,0,6,17732.55,4673.06,2955.4249999999997,0.48913043478260865,1,0,48.94222222222222,0,-0.40520411537089135,22
U0058_D1,U0058,0,normal,4,1253.0,0,0,0,0,0,1,11190.77,11190.77,11190.77,0.047885075818036714,0,0,0.0,0,1.5598280471159836,22
U0058_D2,U0058,0,normal,4,877.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,13.690555555555555,0,-2.2440455180625425,12
U0058_D3,U0058,0,normal,3,1420.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,55.71888888888889,0,-2.2440455180625425,20
U0058_D4,U0058,0,normal,4,1696.0,0,0,0,0,0,1,5785.12,5785.12,5785.12,0.03537735849056604,0,0,43.547777777777775,0,-0.2776155905968191,15
U0058_D5,U0058,0,normal,3,777.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,46.06194444444444,0,-2.2440455180625425,14
U0058_D6,U0058,1,large_transfer,4,342.0,0,0,0,0,0,1,34973.23,34973.23,34973.23,0.17543859649122806,1,0,66.57444444444444,0,9.643764264991582,9
U0058_D7,U0058,1,velocity_attack,7,703.0,0,0,0,0,0,5,30538.109999999997,13884.63,6107.621999999999,0.4267425320056899,0,0,25.061666666666667,0,-0.16799339011220518,10
U0058_D8,U0058,0,normal,5,1383.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,53.704166666666666,0,-2.2440455180625425,16
U0058_D9,U0058,0,normal,4,2113.0,0,0,0,0,0,1,6511.65,6511.65,6511.65,0.02839564600094652,0,0,73.94222222222223,0,-0.030659549027815966,18
U0058_D10,U0058,1,velocity_attack,7,599.0,0,0,0,0,0,5,29534.99,10328.11,5906.9980000000005,0.5008347245409015,1,0,49.06027777777778,0,-0.23618783340255717,20
U0058_D11,U0058,0,normal,4,1568.0,0,0,0,0,0,1,3197.11,3197.11,3197.11,0.03826530612244898,1,0,22.14,0,-1.1573104485393624,18
U0058_D12,U0058,0,normal,4,1650.0,0,0,0,0,0,1,4955.64,4955.64,4955.64,0.03636363636363636,0,0,60.17138888888889,0,-0.5595655408544227,7
U0058_D13,U0058,0,normal,3,991.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,35.78666666666667,0,-2.2440455180625425,19
U0058_D14,U0058,0,normal,4,1474.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,47.975,0,-2.2440455180625425,19
U0058_D15,U0058,0,normal,3,1326.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,49.263333333333335,0,-2.2440455180625425,21
U0058_D16,U0058,0,normal,3,1057.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,36.875277777777775,0,-2.2440455180625425,10
U0058_D17,U0058,0,normal,4,1585.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,54.65222222222222,0,-2.2440455180625425,17
U0058_D18,U0058,0,normal,4,1550.0,0,0,0,0,0,1,4551.6,4551.6,4551.6,0.03870967741935484,0,0,74.61888888888889,0,-0.6969034608791155,20
